time,amplitude,sr,250.0
0.000000,-0.13317191
0.004000,-0.14285714
0.008000,-0.15012107
0.012000,-0.15254237
0.016000,-0.14527845
0.020000,-0.15496368
0.024000,-0.14527845
0.028000,-0.14527845
0.032000,-0.14043584
0.036000,-0.13559322
0.040000,-0.14285714
0.044000,-0.14043584
0.048000,-0.14769976
0.052000,-0.15254237
0.056000,-0.15496368
0.060000,-0.14285714
0.064000,-0.14285714
0.068000,-0.14769976
0.072000,-0.13317191
0.076000,-0.12106538
0.080000,-0.11138015
0.084000,-0.09200969
0.088000,-0.08474576
0.092000,-0.07990315
0.096000,-0.08232446
0.100000,-0.06779661
0.104000,-0.07021792
0.108000,-0.05811138
0.112000,-0.05811138
0.116000,-0.05326877
0.120000,-0.05569007
0.124000,-0.04358354
0.128000,-0.04842615
0.132000,-0.06295400
0.136000,-0.07748184
0.140000,-0.10411622
0.144000,-0.11138015
0.148000,-0.13801453
0.152000,-0.13559322
0.156000,-0.15496368
0.160000,-0.15012107
0.164000,-0.15012107
0.168000,-0.15496368
0.172000,-0.16464891
0.176000,-0.16222760
0.180000,-0.16464891
0.184000,-0.17433414
0.188000,-0.15012107
0.192000,-0.12590799
0.196000,-0.08716707
0.200000,0.01452785
0.204000,0.16949153
0.208000,0.33656174
0.212000,0.41646489
0.216000,0.49878935
0.220000,0.48184019
0.224000,0.20338983
0.228000,-0.28087167
0.232000,-0.65133172
0.236000,-0.82082324
0.240000,-0.85714286
0.244000,-0.79903148
0.248000,-0.66585956
0.252000,-0.48426150
0.256000,-0.35835351
0.260000,-0.28813559
0.264000,-0.23970944
0.268000,-0.21549637
0.272000,-0.21307506
0.276000,-0.21065375
0.280000,-0.21307506
0.284000,-0.20823245
0.288000,-0.20581114
0.292000,-0.19854722
0.296000,-0.18886199
0.300000,-0.20096852
0.304000,-0.20581114
0.308000,-0.19612591
0.312000,-0.21549637
0.316000,-0.21549637
0.320000,-0.22033898
0.324000,-0.22276029
0.328000,-0.22518160
0.332000,-0.23002421
0.336000,-0.22033898
0.340000,-0.20823245
0.344000,-0.21791768
0.348000,-0.22760291
0.352000,-0.21791768
0.356000,-0.22276029
0.360000,-0.24213075
0.364000,-0.24213075
0.368000,-0.24697337
0.372000,-0.24455206
0.376000,-0.25181598
0.380000,-0.24213075
0.384000,-0.25181598
0.388000,-0.25423729
0.392000,-0.25665860
0.396000,-0.27118644
0.400000,-0.29539952
0.404000,-0.29539952
0.408000,-0.31234867
0.412000,-0.31719128
0.416000,-0.31961259
0.420000,-0.32203390
0.424000,-0.33171913
0.428000,-0.33656174
0.432000,-0.33898305
0.436000,-0.34866828
0.440000,-0.37772397
0.444000,-0.38740920
0.448000,-0.38740920
0.452000,-0.39225182
0.456000,-0.40193705
0.460000,-0.40677966
0.464000,-0.40920097
0.468000,-0.41888620
0.472000,-0.42130751
0.476000,-0.42130751
0.480000,-0.42372881
0.484000,-0.42857143
0.488000,-0.44067797
0.492000,-0.43583535
0.496000,-0.43583535
0.500000,-0.43341404
0.504000,-0.40677966
0.508000,-0.38256659
0.512000,-0.35351090
0.516000,-0.32687651
0.520000,-0.30992736
0.524000,-0.28571429
0.528000,-0.27118644
0.532000,-0.23244552
0.536000,-0.20823245
0.540000,-0.19370460
0.544000,-0.17191283
0.548000,-0.15012107
0.552000,-0.14043584
0.556000,-0.11864407
0.560000,-0.10653753
0.564000,-0.10169492
0.568000,-0.10895884
0.572000,-0.10653753
0.576000,-0.09927361
0.580000,-0.11138015
0.584000,-0.12106538
0.588000,-0.11622276
0.592000,-0.11380145
0.596000,-0.11622276
0.600000,-0.11622276
0.604000,-0.10653753
0.608000,-0.10653753
0.612000,-0.10411622
0.616000,-0.10895884
0.620000,-0.12590799
0.624000,-0.12590799
0.628000,-0.13075061
0.632000,-0.14285714
0.636000,-0.13559322
0.640000,-0.13801453
0.644000,-0.13317191
0.648000,-0.13075061
0.652000,-0.12348668
0.656000,-0.12832930
0.660000,-0.13317191
0.664000,-0.14527845
0.668000,-0.15254237
0.672000,-0.15254237
0.676000,-0.14527845
0.680000,-0.14769976
0.684000,-0.14285714
0.688000,-0.14043584
0.692000,-0.14769976
0.696000,-0.13559322
0.700000,-0.14769976
0.704000,-0.15254237
0.708000,-0.14769976
0.712000,-0.14769976
0.716000,-0.14285714
0.720000,-0.14285714
0.724000,-0.14285714
0.728000,-0.14043584
0.732000,-0.13075061
0.736000,-0.12106538
0.740000,-0.13075061
0.744000,-0.12348668
0.748000,-0.12106538
0.752000,-0.14527845
0.756000,-0.11138015
0.760000,0.00242131
0.764000,0.19370460
0.768000,0.35835351
0.772000,0.50121065
0.776000,0.44067797
0.780000,0.05569007
0.784000,-0.42372881
